Station Name, Device Serial Number, Manufacturer Model Name,QCSTATUS,Date of acquisition,Time of acquisition,Background calibration factor,RC sphere 1 3D ROI,RC sphere 2 3D ROI,RC sphere 3 3D ROI,RC sphere 4 3D ROI,RC sphere 5 3D ROI,RC sphere 6 3D ROI,RC sphere 1 MAX,RC sphere 2 MAX,RC sphere 3 MAX,RC sphere 4 MAX,RC sphere 5 MAX,RC sphere 6 MAX,RC sphere 1 peak,RC sphere 2 peak, RC sphere 3 peak, RC sphere 4 peak, RC sphere 5 peak, RC sphere 6 peak, SeriesDescription, SeriesUID
ANONYMIZED,ANONYMIZED, -1, 0,00010101,00:00:00, 1.20172e-009, Inf, Inf, Inf, Inf, Inf, Inf, Inf, Inf, Inf, Inf, Inf, Inf, Inf, Inf, Inf, Inf, Inf, Inf,missing,1.3.12.2.1107.5.1.4.60023.30000025070908410012500000607
